Nama_Tempat,Kategori,Jenis_Masakan,Latitude,Longitude,Alamat_Jalan,Kota
Intermedia Book Store,supermarket,,-6.316653399999999,107.02014289999998,Jalan Raya Zamrud Selatan,Kota Bekasi
Nasi Goreng Adella,restaurant,,-6.2950561,106.9982337,,
Nasi Goreng 89,fast_food,,-6.295332899999999,106.9991637,,
Warkop Zaskia,coffee,,-6.286377299999998,107.0025858,,
Sate Padang,restaurant,,-6.286360899999999,107.00250269999998,Jalan Lumbu Utara,
Toko Eca,convenience,,-6.290149099999999,106.99730689999998,,
Soto Ayam Laa-PINDO,restaurant,,-6.284776,107.00246049999998,,
Nasi Uduk Malam Mama Putri,fast_food,nasi_uduk,-6.2951217,106.99884629999998,,
Warung Tegal TM,restaurant,,-6.2805653,106.9980336,,
Susu Jahe Merah,beverages,,-6.295062,106.999137,,
Ucok,convenience,,-6.2693207,107.0072509,,
Bakmi Kenanga,restaurant,chinese,-6.285330599999998,106.936261,,
Mie Ayam Idola,restaurant,noodle,-6.2853613,106.9362429,,
Global Bakery,bakery,,-6.3122522,106.9886213,,
Nasi Bebek Khas Madura,restaurant,,-6.2953261,106.99913339999999,,
Mang Engking Kelapa Gading,restaurant,seafood;regional;chicken,-6.159886,106.902129,Jalan Pelepah Raya,"Kelapa Gading, North Jakarta"
LU'MIERE Grand Metropolitan,restaurant,cake;dessert;chocolate,-6.2492185,106.9844682,Jalan K. H. Noer Ali,Kota Bekasi
Pojok Kuliner 19,food_court,,-6.2684893,107.0367949,,
Indomaret Point,convenience,,-6.2686373,107.03729509999998,,
Restoran Simpang Raya,restaurant,indonesian,-6.2688919,107.0371436,,
Burger King,fast_food,burger,-6.268843899999999,107.0368271,,
Batavia Cafe,cafe,,-6.271320199999998,107.0390023,,
Indomaret Fresh,convenience,,-6.2715151,107.03957060000002,,
Kebab Bang Aji,fast_food,,-6.295140399999999,106.99684239999999,,
Piscok Meleer,fast_food,,-6.295134400000001,106.9968747,,
Pecel Lele Cak Rony,restaurant,,-6.294985699999999,106.99682089999999,,
Avilo Aquatic,seafood,,-6.2999833999999995,106.99899449999998,,
Alfamart Graha Asri Residence,convenience,,-6.3186832,107.35392389999998,,
Warteg Subsidi Bahari,restaurant,,-6.2585921,106.9955279,,
Warkop,cafe,,-6.258486799999999,106.9956072,,
Sate Padang Sabana 1,fast_food,,-6.273627499999999,107.00061369999999,,
Bubur Ayam Cirebon,fast_food,,-6.273174699999999,107.00842859999999,,
CAFE CEGE by Coffee Grounds,cafe,coffee_shop;cafe,-6.1656078,106.9247833,Jl. Sedayu City Boulevard Blok SCBRA. No. +010,Jakarta Timur
Sakura Park Hotel,hotel,,-6.3684465,107.17882719999999,,
warung tahu,restaurant,indonesian;asian;breakfast;lunch;diner,-6.1521531,106.90597479999998,Jalan Raya Kelapa Nias QB5,"Kelapa Gading, North Jakarta"
C & R Jelly,bar,,-6.235574499999999,107.0451453,Jalan Kavling Hankam V,Bekasi
Malamig,cafe,,-6.2553545,106.9754675,,
Kedai Liwet Nusantara,restaurant,daerahregional;nasi_liwet,-6.2245376,106.93727009999999,,
Sate Padang Pariaman,fast_food,,-6.279158,107.00693029999998,,
"Warung Nasi Kuningan ""Teteh""",restaurant,,-6.2682025,107.0067936,,
Rumah Naira,restaurant,regional,-6.200025899999999,107.00728079999999,,
Cafe Bonex,cafe,,-6.2174515999999995,107.08546819999998,,
Cafe AMBASADOR Karaoke & House music,cafe,,-6.2182242,107.08580019999998,,
CAFE MAWAR BODAS,cafe,,-6.218829499999999,107.0858136,,
CAFE DELTA,cafe,,-6.220275999999999,107.08638559999999,,
Wacika Coffee & Eatery,cafe,coffee_shop;japanese;chicken,-6.130171899999999,106.90109229999999,Jalan Plumpang Semper,DKI Jakarta
new dapoer desa,restaurant,,-6.1159826,106.9097306,,
PASAR PAMOR,supermarket,,-6.238594999999999,107.08835639999998,,
"Doyan Ayam Gn. Putri, Bogor",restaurant,chicken;indonesian,-6.429767299999999,106.92916959999998,"Jl. Mercedes Benz, Cicadas, Kec. Gn. Putri",Kabupaten Bogor
"Doyan Ayam Rawalumbu, Bekasi",restaurant,chicken;indonesian,-6.273099800000001,107.0007997,"Jl. Tri Satya Blok I No.11, RT.001/RW.007, Pengasinan, Kec. Rawalumbu",Kota Bekasi
"Doyan Ayam Jatisampurna, Bekasi",restaurant,chicken;indonesian,-6.3825809,106.92414829999998,"Ruko Citywalk 1 No.20 Citra Grand Cibubur, RT.005/RW.011, Jatikarya, Kec. Jatisampurna",Bekasi
"Doyan Ayam Jatiasih, Bekasi",restaurant,chicken;indonesian,-6.330905799999999,106.9455313,"Jl. Wibawa Mukti 2, KP. Cakung RT 002 / RW 003 No. 62 Jatisari, Kec. Jatiasih",Kota Bekasi
Warung Jambu QQ,convenience,,-6.3230303,106.9251891,pos 3,Bekasi
Mie Aceh & Nasi Goreng BANG JOEL,restaurant,,-6.1557436,106.92320359999998,,
Lembayung Coffee,cafe,,-6.278357699999999,107.0339248,,
alfamart,supermarket,,-6.346102899999999,106.94317869999999,,
RM Masakan Padang,restaurant,,-6.2861946,107.00200359999998,,
Uthe Grosir,supermarket,,-6.2128415,107.03691419999998,Jalan Cluster Alamanda 18,Bekasi
Warung Babeh,convenience,,-6.312143,107.3560021,,Karawang
Payakumbuah Masakan Padang,restaurant,,-6.2454615,107.00813929999998,,
Raqqila Snack,fast_food,,-6.2953287,106.9994534,,
Ruwang Coffeehouse,cafe,,-6.2258639,107.00800909999998,,
Ketupat Sayur Gulai Tunjang Uni Ema,fast_food,padang,-6.2819952,106.99711949999998,,
Komplek Kos dan Kontrakan Cikumpay,guest_house,,-6.4987662,107.4901124,,
The Little Jasmine,cafe,,-6.252970000000001,107.0025634,,
Seblak Prasmanan Bu Dewan,fast_food,,-6.359243799999998,106.98987639999999,,
Cireng Keraton,fast_food,,-6.351761899999999,107.1961811,,
Chicol Taste of Korea,fast_food,,-6.351713899999999,107.19682749999998,,
Kwetiauw 28 Aho,restaurant,,-6.351745899999999,107.19650829999999,,
Chicking,fast_food,,-6.351897799999999,107.1965298,,
Blvckbelt,restaurant,,-6.351257999999999,107.195178,,
Gamchi,restaurant,,-6.350988799999999,107.1944028,,
Pho Ba Ba,restaurant,,-6.350858199999999,107.19422309999999,,
Gion The Sushi Bar,restaurant,,-6.350746199999999,107.19387170000002,,
Izuka Gyoza,restaurant,,-6.352204399999999,107.1965459,,
Han Guksu,restaurant,,-6.350850199999999,107.19534159999999,,
Haraku Ramen,restaurant,,-6.3507115999999995,107.1941507,,
D'Crepes,fast_food,,-6.352023099999999,107.1968222,,
Gyukaku,restaurant,,-6.3513114,107.194899,,
Miss Thai Boat Noodle,restaurant,,-6.3511354,107.1940407,,
Kyochon 1991,restaurant,,-6.351892499999998,107.19680069999998,,
Pancious,fast_food,,-6.3516073,107.196739,,
Aunti Anne's,cafe,,-6.351404699999999,107.19648959999999,,
Sushi King,restaurant,,-6.3516686,107.1963125,,
Butter Toast,cafe,,-6.3510021000000005,107.1940568,,
Boost Juice,cafe,juice,-6.350930199999999,107.1958458,,
Sushi Go,restaurant,,-6.3515060000000005,107.1967176,,
Doner Kebab,fast_food,,-6.3521510999999995,107.19709039999998,,
Jolly Time Popcorn,fast_food,,-6.3513487,107.1954864,,
Zenbu,restaurant,,-6.351026099999999,107.19532279999999,,
Ta Wan,restaurant,,-6.3515939,107.1954918,,
Mixue,ice_cream,,-6.351055399999999,107.19512429999999,,
Bageur Tengkleng & Siomay,restaurant,,-6.351314,107.19596919999998,,
Baso A Fung,restaurant,,-6.351119399999999,107.1951833,,
Chadol Gujeolpan,restaurant,,-6.3511541,107.19541939999999,,
Soto Betawi by Warung Betawi,restaurant,,-6.351026099999999,107.19380999999998,,
Hop Hop Signature,fast_food,,-6.351564599999999,107.19617579999999,,
Kimukatsu,restaurant,,-6.351204699999999,107.19639839999999,,
Susu Mbok Darmi,cafe,,-6.352244399999999,107.19678999999998,,
Dapur Solo,restaurant,,-6.351612599999998,107.19643319999999,,
The Veranda Dine & Chill,restaurant,,-6.3508635,107.1949795,,
Montato,fast_food,,-6.350988799999999,107.1946764,,
Penyetan Cok,restaurant,,-6.35141,107.1957466,,
Pepper Lunch,fast_food,teppanyaki,-6.351026099999999,107.1961462,,
Ramen Beast,restaurant,,-6.351084799999999,107.1958378,,
Seirock Ya Ramen,restaurant,,-6.351124799999999,107.19464149999999,,
HokBen,fast_food,japanese,-6.3517859,107.1967256,,
Steak 21,restaurant,,-6.3516712,107.19602549999999,,
Sate Dombud,restaurant,,-6.3508608,107.1939898,,
Dum Dum,cafe,,-6.3520098,107.1971655,,
Yammie Hotplate,restaurant,,-6.3510101,107.1942151,,
Taichan Gmoy,restaurant,,-6.3518258,107.19700459999999,,
Mad Coco,cafe,,-6.350850199999999,107.1945074,,
Pika Piku,ice_cream,,-6.3508714999999984,107.19515109999999,,
Maison Tatsuya,restaurant,,-6.351140799999999,107.19492579999998,,
Noodle King,restaurant,,-6.352060399999999,107.1966317,,
Imperial Kitchen & Dimsum,restaurant,,-6.3519084999999995,107.196326,,
Nasgor Rendang One,restaurant,,-6.3514846,107.195929,,
Yakiniku Like,restaurant,,-6.351852500000001,107.19723249999998,,
YaminQu,restaurant,,-6.3515993,107.19589409999999,,
Marugame Udon,fast_food,noodle,-6.3511541,107.1943894,,
Nomou Izakaya,restaurant,,-6.351975099999999,107.19740689999999,,
Sushi Hiro,restaurant,,-6.351911199999999,107.19669879999998,,
Yen Saigon Group,restaurant,,-6.350924799999999,107.19461199999999,,
Pusaka Rempah,restaurant,,-6.3512527,107.19580289999999,,
Shabu Jin,restaurant,,-6.351255399999999,107.1956527,,
Shake Shake in a Tub,cafe,,-6.350930199999999,107.19616229999998,,
Sinar Garut 27,restaurant,,-6.3509621,107.19483999999999,,
Sour Sally,cafe,,-6.351306,107.19540600000002,,
Waroeng Bakudapa Manado,restaurant,,-6.351417999999999,107.1961275,,
Susuru,cafe,,-6.351401999999999,107.19628569999999,,
The People's Cafe,cafe,,-6.351564599999999,107.19692139999998,,
YOSHINOYA,restaurant,fish;fish_and_chips;japanese,-6.376310599999999,106.904061,"Raflesia Hills No.50. Jl. Alternatif Cibubur, Harjamukti, Cimanggis, Depok",
AIKO Coffee,coffee,,-6.3763282,106.903066,"Ruko Raffles Hills, Jl. Alternatif Cibubur, Harjamukti, Cimanggis, Depok",
Bube Food & Beverages,beverages,,-6.395568699999999,106.9000288,"Ruko Suarwood, Jl. Raffles Hills Boulevard",
RedDoorz,hotel,,-6.3868754999999995,107.40086499999998,,
Kedai Kopi Prambanan,cafe,,-6.260817399999998,107.00525689999999,,
Alfamart Rawa Lumbu 3,convenience,,-6.2767857,106.999271,,
Majang Korea - The Best K-BBQ,restaurant,korean,-6.309093999999998,107.304685,,
Toko Fajar 2 Karawang,convenience,,-6.308668499999999,107.3030861,,
Shell Select,convenience,,-6.3585541,107.1815322,,
Indomaret Swadaya Pagelarang,convenience,,-6.301588799999999,106.91320909999999,Jalan Pagelarang,Jakarta Timur
Kopi Harmoni,cafe,noodle;chicken;tea;coffee_shop,-6.2282162,106.96441369999998,Jalan Bintara XIV,Bekasi
Alfamart Kelapa Dua,convenience,,-6.312951699999998,107.01065019999999,,
Restoran & Pemancingan Mang Ajo,restaurant,,-6.3266841,107.27492719999998,,
Sindang Reret Restaurant & Convention,restaurant,,-6.3184202,107.27088979999999,,
SHSD Sambel Hejo Sambel Dadak,restaurant,,-6.3219962,107.27180749999998,,
Wisma Gahalta,hotel,,-6.3352926,107.3373725,,
Ayam Galau Klari,restaurant,chicken;fish_and_chips;asian,-6.3358826,107.3430257,,
Toko Aziz Grosir,grocery,,-6.3342058,107.34336809999999,,
D'BRO Chicken & Burger,fast_food,chicken;burger,-6.335544099999999,107.34284860000001,,
Lazatto Chicken & Burger Kondang Jaya,fast_food,chicken;burger,-6.3363232,107.34289929999998,,
Mie ayam sehat Magelang Budhe Pujie,restaurant,,-6.324944999999999,107.35844309999999,,
Apartemen Grand Sentraland,apartment,,-6.3335392,107.27635929999998,,
Novotel Karawang,hotel,,-6.3375699999999995,107.27205879999998,,
Tamansari Mahogany Apartment,apartment,,-6.338826299999999,107.27059409999998,,
Asialink Premier,hotel,,-6.338933699999999,107.27134139999998,,
favehotel Karawang,hotel,,-6.3398642999999995,107.27025979999999,,
Indomaret PPS,convenience,,-6.255350999999999,106.97462669999999,,
Toserba BARU Kondang,grocery,,-6.339755199999999,107.3418359,,
Bakso Mahkota Karawang (Bengle-Majalaya),restaurant,noodle;asian,-6.329223899999999,107.3580036,,
Sudo Brew,cafe,,-6.1590219,106.99799959999999,,Kabupaten Bekasi
Haans Kurnia Motor,supermarket,,-6.3504468,106.91609939999998,,
Tuku,cafe,,-6.3161642,107.00132529999999,,
Hotel Transit,hotel,,-6.3221505,106.98413089999998,,
Sego Berkat,fast_food,,-6.286678599999999,107.0028972,,
Wadah Soya,beverages,,-6.286639899999999,107.0028282,,
"Warung Sembako Madura ""Rizky""",convenience,,-6.2866479,107.00273789999999,,
RM Joglo Kembar,restaurant,,-6.3173471,106.94971789999998,,
Parkiran Stasiun Buaran,cafe,,-6.2154309,106.9235836,,
Pondok Muslim,guest_house,,-6.269969100000001,106.9772129,,
Padee Resto & Cafe,fast_food,,-6.3369135,107.3645356,,
RM Sop Ma Ani,restaurant,soup,-6.335178,107.35274419999999,,
Nuanza Hotel & Convention,hotel,,-6.31246,107.1380291,,
Arya.Center,restaurant,korean;korean_cuisine_halal;mie_hotplate_gachoor_darmawangsa,-6.2061375,107.05169319999999,Jalan Singosari timur 8,Bekasi Utara
D'Green House Cafe,restaurant,,-6.1541714,106.91736109999998,,
JovHana Home,bar,,-6.463553000000001,107.0345851,Bukit Ravenia,Kab. Bogor
AGEN MOUZA INDONESIA,supermarket,,-6.2213676,107.04877759999998,Jln. PKS Utama II,
Indomaret Gabus,convenience,,-6.246825099999999,106.9846399,,
Alfamart Gurame,convenience,,-6.247027699999999,106.9846506,,
Lazatti Gabus Raya,fast_food,,-6.2468304,106.98488669999999,,
Warkop 1899,cafe,,-6.2466464,106.98460289999998,,
Bilqis,convenience,,-6.246689099999999,106.9845814,,
Savory Heights at Punto,bar,,-6.234143899999999,106.97356459999999,Jalan Pemuda Raya,Bekasi
Jajanan Haneut,fast_food,coffee_shop;friture,-6.5093476,107.4202976,,
Grand Arsyilla,hotel,,-6.238078999999999,106.995109,,
WAKABI STORE,supermarket,,-6.2814423,106.91142780000001,Jalan Masjid 2,Bekasi
Alfamart Makrik Baru,convenience,,-6.288089699999999,107.0008885,,
AW Karang Satria,restaurant,,-6.2192183,107.03374859999998,,
AEON,supermarket,,-6.3505811,107.1938056,,
Ramen Ya!,restaurant,ramen,-6.345971200000001,107.16525299999999,,
Sweet Munjuljaya,cafe,coffee_shop,-6.5463233999999995,107.44825989999998,,
QUBE HOTEL by 98hospitality,hotel,,-6.1693391,106.90715979999999,Jalan Gading Elok Timur VIII,Jakarta Utara
RM. Gading Jaya,restaurant,indonesian,-6.1702126999999996,106.9088911,Jalan Giring Giring,Jakarta Utara
Hisana Fried Chicken,fast_food,chicken,-6.1701974,106.90887269999999,Jalan Giring Giring,Jakarta Utara
Chiz n Co,restaurant,,-6.2431947,107.1600346,,
Sai Ramen,restaurant,ramen,-6.1599691,106.99793139999998,,
Excelso,cafe,coffee_shop,-6.1598101000000005,106.9979352,,
SS Premium,restaurant,steak_house,-6.1596779,106.99793909999998,,
Simetri,cafe,coffee_shop,-6.158700699999999,106.9979766,,
Bebek Bali,restaurant,indonesian,-6.3313819,107.13914929999999,,
Bali Terrace,restaurant,indonesian,-6.3316564,107.13921899999998,,
Fuji Sushi,restaurant,sushi,-6.3310778999999995,107.1461056,,
Gahyo,restaurant,korean,-6.3310326,107.14632959999999,,
Fishman,restaurant,japanese,-6.331913699999999,107.1397434,,
Daily Foodhall,supermarket,,-6.3316644,107.13970049999999,,
Canton,restaurant,chinese,-6.331765699999999,107.13981849999999,,
Old Town White Coffee,cafe,,-6.332160299999999,107.1397729,,
MKT Safehouse,apartment,,-6.3370613,107.16670579999999,,
BVLY Safehouse,apartment,,-6.3356307,107.14952469999999,Jalan Palem Kenari 1,
Alfa Express Terminal Pulo Gebang,convenience,,-6.2111793,106.95222949999999,,
Indomaret Point Terminal Pulo Gebang,convenience,,-6.2115225999999994,106.95244709999999,,
Alfamart Terminal Pulo Gebang,convenience,,-6.2113996,106.952483,,
Auntie Anne's,fast_food,pretzel,-6.3564566,107.2431026,,
Richeese Factory,fast_food,chicken,-6.356254299999999,107.24219129999999,,
Foodmax,supermarket,,-6.3576049999999995,107.24303719999999,,
Imperial Kitchen,restaurant,chinese,-6.357109099999998,107.24294689999999,,
Bakso Afung,restaurant,noodle,-6.3569561,107.24346719999998,,
Malaya Kopitiam,cafe,coffee_shop,-6.3568223999999995,107.24357159999998,,
Raffel's,fast_food,sandwich,-6.356817099999998,107.24339819999999,,
Burger Bangor kondangjaya karawang,fast_food,burger;fries,-6.3357539,107.342816,,
Tuah Saiyo,restaurant,,-6.296352499999999,106.9212096,,
Cafe Tutur,cafe,coffee_shop;indonesian;western,-6.261358199999999,106.99547959999998,Jl. Raya Siliwangi No. 15,Bekasi
Nasi Goreng Mas Gendut,restaurant,,-6.295377799999999,106.99588259999999,,
Tahu Susu Antapani,fast_food,,-6.4663043,107.44497959999998,,
Mang Kabayan,restaurant,sunda,-6.3218035,107.3247514,,
RM Restu Bundo,restaurant,,-6.2552824,107.0041669,,
M Fahreza Maulidi Sembako,convenience,,-6.249093,107.01375599999999,,
Warteg Pipit,restaurant,,-6.2523294,107.01192379999999,,
Warteg Mba Dewi,restaurant,,-6.2491732,107.0138832,,
Hotel Sentosa,hotel,,-6.254326899999999,107.0065701,,
Saat Seduh Coffee,cafe,,-6.236715799999998,107.00083999999998,,
Warung Teduh,cafe,,-6.273518499999999,107.00880999999998,,
RM Padang Duo Putra,restaurant,,-6.298348299999999,107.00042829999998,,
Bayt Al Fursan,guest_house,,-6.297330599999999,107.0006177,,
RM Padang Putri Minang,restaurant,,-6.251732799999998,106.9906388,,
Alfamart Ruko Permata,convenience,,-6.251485199999999,106.9909549,,
RM Padang Jaso Mandeh,restaurant,,-6.2967938,107.0003204,,
Warung Bubur Sari Rasa,fast_food,,-6.5264112,107.41542,Jalan Lurah Kawi,
Wingstop - Summarecon Villaggio Outlets,fast_food,wings,-6.324605499999999,107.3408208,,
Haagen Dazs Villagio Outlet,ice_cream,,-6.324384399999999,107.3406795,,
A Fung - Villagio Outlets,restaurant,,-6.324697899999999,107.34077599999999,,
HopHop Signature Summarecon Villaggio Outlet,restaurant,,-6.3243178,107.3406713,,
Food Temptation at Summarecon Villaggio Outlets,restaurant,,-6.3244381999999995,107.34069599999998,,
MM Juice Summarecon Villagio Karawang,restaurant,,-6.3244956,107.34077839999999,,
"Hong Tang Healthy Dessert Villaggio, Karawang",restaurant,dessert,-6.324648799999999,107.3408043,,
Chatime - Summarecon Villaggio Outlet,cafe,bubble_tea,-6.3240839,107.3405489,,
Dcrepes,restaurant,,-6.324065,107.3405886,,
Dynamic - Summarecon Villaggio Outlets,restaurant,,-6.3241142,107.3404952,,
Letsgo Gelato Summarecon Villaggio Outlet,ice_cream,,-6.3241309999999995,107.34044379999999,,
Starbucks - Summarecon Villaggio Outlets,cafe,coffee_shop,-6.323492099999999,107.33849869999999,,
Kopi Janji Jiwa & Jiwa Toast Summarecon Emerald Karawang,restaurant,,-6.3225517,107.33811859999999,,
WARUNG ANTE YOUNIE,supermarket,,-6.2017539,107.08490429999999,Blok P,
Kopi Kedubes,cafe,,-6.2717977,106.97209559999999,,
Warung Babeh Center,cafe,asian,-6.4580237,106.97814559999999,,
Sate Solo Pak Kirno 2,restaurant,,-6.2955891,106.99980869999999,,
Kampung Kecil Karawang,restaurant,,-6.2990538,107.2907532,,
Mie Gacoan,restaurant,noodle,-6.310431799999999,107.31534149999999,Jalan Tujuh Pahlawan Revolusi,
Family 10000,restaurant,,-6.288136799999999,107.0010071,,
Nasi Uduk Matama,restaurant,regional;breakfast;friture,-6.366136199999999,106.9285496,Jalan Bakti Warga,Bekasi
"Es Pisang Ijo Paling Enak, Rawalumbu",restaurant,dessert;asian;tea;indonesian;breakfast;cake;ice_cream;oriental;diner,-6.285835399999999,106.99983030000001,Jalan Lumbu Timur 1,Kota Bekasi
Ayam Geprek Bu Mul,restaurant,chicken,-6.1957138,106.9039343,,
Mie Ayam Jawir,restaurant,,-6.2680306,107.02057410000002,,
Richeese Factory Gramedia Karawang,fast_food,chicken,-6.3262102,107.29159009999998,,
Treepark Serviced Apartments,hotel,,-6.3442415399145675,107.28570399141424,,Karawang
Puri KIIC,hotel,,-6.346871383984468,107.28091509872245,,
Pizza Hut Kalimalang,fast_food,,-6.246497713610732,106.90854673965154,,
McDonald Kalimalang,fast_food,burger,-6.246454727712116,106.90835801454064,,
Burger n Grill Kalimalang,fast_food,,-6.2486337774849545,106.93540441314599,,
Waroeng Steak and Shake,restaurant,,-6.249103935336796,106.94104753076165,,
Ayam Bakar Mas Mono,restaurant,,-6.2468833829998855,106.90904174253184,,
Giant Ekspress,supermarket,,-6.247541554789388,106.92679784976683,,DKI Jakarta
Hotel Horison Bekasi,hotel,,-6.2488204352380015,106.98977870905763,Jalan K.H. Noer Ali,Bekasi
Farmers Family,supermarket,,-6.226132649999999,106.94326129999997,,DKI Jakarta
Living Plaza Bekasi,supermarket,,-6.250377247749907,106.99110575051304,,
Fresh Market,supermarket,,-6.2268476686103655,106.92281481729464,,DKI Jakarta
pasar impers,convenience,,-6.175796130357489,106.90693483541986,,
Elista Group,hotel,,-6.108578532118529,106.9171512085355,,
Cipondoh,hotel,,-6.114187749165856,106.91744907219923,,
Naga Swalayan,supermarket,,-6.24856255,106.90764709999996,,DKI Jakarta
HOTEL RENSA,hotel,,-6.221582872799721,106.90825825389005,,
Rumah Susun Sewa,guest_house,,-6.241561987140938,106.91044065731458,,
Tiptop Pondokgede,supermarket,,-6.285560579550925,106.91803737133222,Jalan Jati Makmur,Bekasi
Indomaret Lubang Buaya,convenience,,-6.2948238689942,106.90430926743191,Jalan Lubang Buaya Raya,Jakarta Timur
Mekar,restaurant,regional,-6.284650763167145,106.90835797972524,,
fix me,restaurant,chinese,-6.2849186920058955,106.90478800232735,,
Pasar Kranji,convenience,,-6.226174110464083,106.97941120012689,,
Bebek Kaleyo Jati asih,restaurant,indonesian,-6.292914764971471,106.95881967372277,Jalan Raya Jati Asih,Kota Bekasi
Richeese Factory Jati Asih,fast_food,chicken,-6.2932448074568095,106.9598829816313,Jalan Raya Jati Asih,Bekasi
Niceso,convenience,,-6.270510754636607,106.95062307940518,,
Restoran Betawi,restaurant,,-6.293830290733187,106.96278022736719,,
Ruko,supermarket,,-6.290022397097131,106.96642926773565,,
La Collina Restaurant,restaurant,,-6.360124700271514,107.26159267857825,,
Alfa Maret,convenience,,-6.235832969943574,107.00725550263988,,
Alfa midi,convenience,,-6.23173938693232,107.00947688699554,,
GIANT,supermarket,,-6.232144200879064,107.02552942646771,,
SPBU 34-17129,fuel,,-6.242099867146277,107.01497938906728,,
SPBU 34-17106,fuel,,-6.238025188439701,107.0009586273973,Jalan Ir. H. Juanda,Bekasi
Lotte Grosir,supermarket,,-6.256252891895756,106.9929707749622,,
SPBU 34-17127,fuel,,-6.2590382895806105,107.01458163485748,Jalan Inspeksi Kalimalang,Bekasi
SPBU 34-41354,fuel,,-6.2856943431714525,107.30823075048662,Jalan Lingkar Tanjungpura,Karawang
Aston Imperial,hotel,,-6.246256268786543,106.99204401313678,,
Rumah Makan SSS,restaurant,indonesian,-6.100358943255916,106.96066771331552,,
Warung Makan Bu Mendung,restaurant,indonesian,-6.100886999999998,106.96063425000001,,
PPP/TPI Ciparagejaya,seafood,,-6.160137312463575,107.49075753652656,,
Alfamart 1,convenience,,-6.297944618758014,106.98492103567466,,
Indomaret Pondok Timur Indah,convenience,,-6.285857811674733,107.01879351503908,,
Alfamart Pondok Timur Indah,convenience,,-6.2819421459335425,107.0214983824263,,
Rumah Makan Ma Inol,restaurant,,-6.1839907000000025,107.46454029999998,,
Rumah Makan Rohmat,restaurant,chicken,-6.182038200000001,107.46189445,Jalan Raya Cikuntul,
TPI Mekarjati,seafood,,-6.112207518564593,107.43344585960058,,
Hotel Merapi Merbabu,hotel,,-6.262080894643151,107.00101540801622,,
mc donald,fast_food,american,-6.260736949578439,107.00115017248949,,
Kantin Aula Pinus Sentul Eco-Edu Tourism Forest,restaurant,,-6.570908838128952,106.91313108256135,,
Kantin Sosial,fast_food,,-6.229617242847625,106.92501877164722,,
Sederhana,restaurant,indonesian,-6.177249512293487,106.95396448155785,,
Hotel Sahid Jaya,hotel,,-6.330549066931523,107.13385884610487,,
IEI Rest Room,cafe,,-6.327808713779133,107.11529400126582,,
Toko berkah snack,food_court,,-6.334239985252157,107.11597467227007,,
Kampoeng Rempah,restaurant,indonesian,-6.1615058,107.00862690000001,,
Paulina Kitchen,restaurant,indonesian,-6.384773949999999,106.90266564999997,Raffles Hills Blok E2/6,Depok
A&W Harapan Indah,restaurant,,-6.1878316881255175,106.97582544198161,,
Bakmi Golek,restaurant,noodle,-6.331219373208367,107.14492089868095,,
SUPERINDO,supermarket,,-6.1803491724155855,107.01252737631025,,
Brambang.com,supermarket,,-6.334249480085752,107.10326702978927,,
Hotel Santika Premiere Harapan Indah,hotel,,-6.184905214933221,106.97586433239063,Jalan Harapan Indah Bulevar,Kota Bekasi
Courts Megastore Bekasi,supermarket,,-6.185732874122409,106.97420333424493,,
Tip Top Supermarket Mustika Jaya,supermarket,,-6.2807289499999985,107.03968100000002,,
Warkop Bu Kete,cafe,indonesian,-6.364542950000001,107.11792229999998,gang samean,Bekasi
Kripik Tempe Wonogiri,supermarket,,-6.246178300000001,107.11481580000002,,
Yokobana Fried Chicken,fast_food,,-6.245226961902167,107.10982791987585,,
Gallery 31 (MJ SPORT/ B'DISTRO/GF3),cafe,,-6.245159168331009,107.1096221986782,,
Toko Madina Kirana,convenience,,-6.245073109746751,107.10932917022136,,
Warung Nasi Ibu Yati,restaurant,,-6.244529629728371,107.11604586483081,,
Kyo Coffee,cafe,,-6.255196499749169,106.91002714965774,,
Popeyes,fast_food,chicken,-6.252363522128311,106.90957799150182,,
Mako Kiraja,cafe,,-6.244059947646149,107.10886923096297,,
Tip Top,supermarket,,-6.243231754270353,106.90148943273584,,DKI Jakarta
Indomaret Al-Baidho,convenience,,-6.293839249999999,106.90043395,Jalan Al Baidho I,Jakarta Timur
Bakso Boom & Mie Ayam Dua Bersaudara,restaurant,,-6.218372409066358,106.93952247925256,,
Indomaret Kramat Cipayung,convenience,,-6.3162348256580625,106.9169817118659,Jalan Terusan Mabes Hankam,Jakarta Timur
Indomaret Mabes Hankam,convenience,,-6.314212065438611,106.91129956783837,Jalan Raya Mabes Hankkam,Jakarta Timur
Rindang Alam,restaurant,,-6.310861790159538,106.90003445585387,,
Healthy Choice,convenience,,-6.163454297923849,106.90314976507618,,
Lotte,supermarket,,-6.258275776555799,107.15987410773342,,
Transmart Carrefour,supermarket,,-6.247578880684054,106.93175511860024,,DKI Jakarta
Soto Sedaap Boyolali,restaurant,,-6.237388309664345,106.94313562372272,Jalan Haji Naman,
KN Food,restaurant,,-6.21957125,106.900042,,
Toko Material WD Putri,convenience,,-6.2142188013604285,107.28030845502856,,
Toserba Yogya,supermarket,,-6.239416738356539,106.90033368162366,Jalan Pahlawan Revolusi,DKI Jakarta
Dough&Creme,cafe,bakery,-6.174832714199085,106.91652103139016,Jalan Pelangi Ungu 6 C3T No.32,DKI Jakarta
Ayam Bakar KQ5,restaurant,,-6.2428318,106.93422199999999,,
